measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,1998,1.8726005840800002,3.64626131177,0.22397855194000002
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,1999,36.03121902161508,68.29575330944962,4.119980355305557
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,1999,1.6464166743300002,3.12071781326,0.18825908584
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2000,34.723703951071165,67.11971441467807,3.8261776070284057
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2000,1.5479285029199998,2.99209206473,0.17056502335
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2001,35.85801591492028,68.65264559435693,4.080850133046374
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2001,1.5617201685200002,2.99002101793,0.17773281078
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2002,36.35080317998501,70.53399861223558,4.125279400679585
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2002,1.54848251152,3.00462861241,0.17572989998
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2003,36.33331089876369,71.52387625127065,4.163796411573923
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2003,1.51486966707,2.98209405981,0.17360402143
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2004,33.08760997920492,65.31561697984598,3.726237867004952
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2004,1.35094026267,2.66678363335,0.15213926802
